"variable","value","ROPE_lower","ROPE_upper","ROPE_prec","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail","rmse"
"TIA[39,2]",2.628,2.028,3.228,1.2,2.29033961018125,2.28371335,0.457300752716435,0.45851688204,1.550552665,3.056964315,1.00075400788404,7980.14416206232,6183.04554622655,0.568429746574072
"TIA[39,3]",2.553,1.953,3.153,1.2,2.33934358518,2.33398375,0.455494916352246,0.45860939628,1.59573945,3.09056932,1.00106075320577,7963.03679519572,6968.59957789613,0.503089204777962
"TIA[39,4]",1.943,1.343,2.543,1.2,2.18940919964875,2.1934978,0.453876449480277,0.44614762437,1.43473817,2.946887615,1.0007339880413,8010.57765239004,6045.40249285535,0.516425768707794
"TIA[39,5]",2.58,1.98,3.18,1.2,2.27933409631625,2.2761603,0.454727456319425,0.45743643729,1.544009055,3.037741205,1.00079437888745,8179.30327268662,6003.1133624845,0.545115765719778
"TIA[39,6]",2.428,1.828,3.028,1.2,2.1790669310625,2.18082095,0.45081429542063,0.43876642614,1.431264555,2.927733785,1.00086917640015,7830.19420132744,6775.99540256296,0.514952228439806
"TIA[39,7]",2.541,1.941,3.141,1.2,2.39739047946875,2.39119665,0.459967145353549,0.45508125306,1.640824235,3.159138735,1.00092514962337,7518.56962019337,6203.1946786013,0.481837133241159
"TIA[39,8]",2.464,1.864,3.064,1.2,2.29175178409625,2.2875676,0.454629680352126,0.45226542501,1.547106855,3.052379245,1.00121021182239,7519.25570334197,5992.61411672176,0.486139648785017
"TIA[39,9]",2.345,1.745,2.945,1.2,2.28144416406875,2.27225705,0.454722349059476,0.4516985529,1.54351607,3.05125572,1.00097119582433,7674.07262795887,6269.06041408303,0.459114269505149
"TIA[39,10]",2.522,1.922,3.122,1.2,2.34343538650625,2.33885185,0.46210144361156,0.45373801746,1.59135555,3.103882995,1.00100230398427,7902.16165549343,6570.85290298505,0.495374982373996
"TIA[40,1]",0.709,0.509,0.909,0.4,0.542876495440258,0.541586245,0.437662217557383,0.432322283001,-0.176277906,1.27129651,1.00047185813351,7670.1888300818,6519.85242024776,0.468103932815536
"TIA[40,2]",0.983,0.683,1.283,0.6,0.590457519904718,0.59055927,0.434573197133621,0.430760719725,-0.1171033945,1.31383441,1.00055185040346,7463.25122281672,6420.96384873971,0.585593592530976
"TIA[40,3]",0.713,0.513,0.913,0.4,0.559341713205966,0.55698976,0.43444850129984,0.436304591079,-0.152669957,1.279663375,1.00069902461653,7546.29386696591,5944.50613706232,0.46079580748377
"TIA[40,4]",0.772,0.572,0.972,0.4,0.439099774000849,0.429171605,0.435540760036549,0.432059870214,-0.273282602,1.15753746,1.0002246804627,7489.36121821712,6805.91099515324,0.548173879489249
"TIA[40,5]",0.695,0.495,0.895,0.4,0.479735271037535,0.480268465,0.439262944076433,0.43600019106,-0.230813187,1.208782235,1.00010085973335,7739.8232548148,6783.81961587362,0.489148973812911
"TIA[40,6]",0.958,0.658,1.258,0.6,0.570446261589998,0.56462685,0.432251419556093,0.431187804894,-0.130694008,1.286204435,1.00046945122136,7536.27660867148,6560.11581390206,0.580530649236207
"TIA[40,7]",0.882,0.582,1.182,0.6,0.624745929460599,0.61745864,0.437530044486861,0.438180480381,-0.0785491525,1.35318715,1.0006371935577,7422.5177388685,6125.80861769137,0.50753154342394
"TIA[40,8]",0.6,0.4,0.8,0.4,0.684947899109941,0.675625315,0.437325446043104,0.437658679311,-0.0214506018,1.424575705,1.00035220327285,7096.80345340366,6137.01016772115,0.445472540822409
"TIA[40,9]",1.101,0.801,1.401,0.6,0.505371300847391,0.500885,0.431475919953607,0.43166662539,-0.199692112,1.212526965,1.00036030663392,7369.19612718892,6587.48638970109,0.735473823681274
"TIA[40,10]",0.78,0.58,0.98,0.4,0.528804210325677,0.53226647,0.437092616097925,0.44399674242,-0.180510557,1.25229598,1.00042253506324,7707.35095818731,6468.34435306664,0.504108518627739
"TIA[41,1]",-1.577,-2.177,-0.977,1.2,-2.02476629033,-2.0298429,0.458240750217433,0.45915499308,-2.771584455,-1.271879405,1.00054702052782,7640.57357754554,6682.90091645684,0.640666050171679
"TIA[41,2]",-2.113,-2.713,-1.513,1.2,-2.04889650802375,-2.05470645,0.456618993096333,0.45515286264,-2.79005516,-1.27972302,1.0004548902879,8069.93219670526,6179.83911048347,0.461068433019168
"TIA[41,3]",-2.271,-2.871,-1.671,1.2,-2.05409187281125,-2.0520843,0.457308730027536,0.4562301198,-2.81300078,-1.294129025,1.00022781346646,8306.18304597029,6398.95679975173,0.506116852901194
"TIA[41,4]",-2.324,-2.924,-1.724,1.2,-2.08282622686875,-2.08117875,0.4574882754233,0.457199740199999,-2.82611989,-1.3287352,1.00020095472713,8003.60094968961,6200.65679941569,0.517140357210574
"TIA[41,5]",-1.895,-2.495,-1.295,1.2,-2.07582258678375,-2.0751103,0.466765798202406,0.46967100075,-2.83938842,-1.31136724,1.00032954999956,8424.52292063518,6648.23625803922,0.500539593312956
"TIA[41,6]",-1.948,-2.548,-1.348,1.2,-2.09721574805,-2.1017227,0.461286545111714,0.45412126956,-2.851103965,-1.351616075,1.00037206677308,8324.78668809372,6380.94861805155,0.484792757792064
"TIA[41,7]",-2.216,-2.816,-1.616,1.2,-2.01995832900125,-2.01943665,0.455818799270045,0.45480704619,-2.76673031,-1.272084385,1.00023175828029,8495.48724401559,6294.15434888454,0.496162416138856
"TIA[41,8]",-1.928,-2.528,-1.328,1.2,-2.1960307274125,-2.19340975,0.464268573501134,0.46485188358,-2.96625394,-1.44663686,1.00083804737407,7530.51350290366,6500.77680634941,0.536058612480491
"TIA[41,9]",-1.977,-2.577,-1.377,1.2,-1.93160067903366,-1.9321585,0.458564907137525,0.45759492723,-2.676381745,-1.17815083,1.00034918050185,7727.9386832561,6837.44525927392,0.460778240784538
"TIA[41,10]",-1.905,-2.505,-1.305,1.2,-2.08302010999625,-2.08723985,0.458668850109234,0.466322178,-2.831987915,-1.33532733,1.0002929950737,8388.91018038729,6493.41162249309,0.491977617869296
"TIA[42,1]",-0.513,-0.713,-0.313,0.4,-0.992176848197905,-0.99255009,0.436743833750072,0.439702865952,-1.709931275,-0.2784948865,1.00034514216558,8172.83392486655,6535.37950155369,0.64832999700812
"TIA[42,2]",-0.76,-0.96,-0.56,0.4,-0.911026788765562,-0.915589535,0.440181351594364,0.444196100229,-1.634108945,-0.182722475500001,1.00041076978437,8135.89439773087,6239.70708020146,0.465343414333428
"TIA[42,3]",-0.657,-0.857,-0.457,0.4,-0.986021613956787,-0.984503205,0.439936518658905,0.442597523844,-1.705863675,-0.270555927500002,1.00027463787807,8325.76474665222,6110.18056837229,0.549340668331492
"TIA[42,4]",-0.845,-1.145,-0.545,0.6,-1.05760665111245,-1.05819465,0.444520263218487,0.45583337604,-1.782445725,-0.3380197365,1.00031440469566,8686.69786491995,6689.48291832705,0.492722186151621
"TIA[42,5]",-0.711,-0.911,-0.511,0.4,-0.9749455279713,-0.976264805,0.440322943417198,0.446628587223,-1.698408585,-0.261647868500001,1.00020376209731,8144.29445748156,6331.64754071271,0.513349102170074
"TIA[42,6]",-1.028,-1.328,-0.728,0.6,-1.16487784403309,-1.1591375,0.438295530943926,0.444206760123,-1.88689967,-0.4499351715,0.999961828934706,7814.4554427951,6626.98860541683,0.459145405902105
"TIA[42,7]",-1.034,-1.334,-0.734,0.6,-1.00129694960891,-1.00273005,0.439145461559034,0.43402314396,-1.72478562,-0.268306880500001,1.00032732390001,8081.42483419916,6340.69504664191,0.440334100224736
"TIA[42,8]",-0.919,-1.219,-0.619,0.6,-1.03337798855726,-1.03041345,0.443166049462885,0.453460044786,-1.758387565,-0.312401811500001,1.00032138019958,8410.51504708771,6258.21445335469,0.45766136186543
"TIA[42,9]",-0.798,-0.998,-0.598,0.4,-1.0814592392841,-1.0852658,0.43893369326032,0.430443539694,-1.789774995,-0.358571697500003,1.00016771421353,8122.41772865271,6735.34374740577,0.522482386847901
"TIA[42,10]",-0.948,-1.248,-0.648,0.6,-0.985644864888991,-0.986560155,0.440411190560893,0.442668466254,-1.705148135,-0.2631280315,1.00044434560598,8060.51680275951,6457.06625571893,0.441989714101671
"TIA[43,1]",1.926,1.326,2.526,1.2,1.76627108838037,1.76458415,0.445001189025932,0.4479297837,1.051338025,2.512625395,1.0003744767176,7639.77245617384,6582.72121394222,0.472773339121829
"TIA[43,2]",2.081,1.481,2.681,1.2,1.72960090706362,1.7249628,0.448758649537464,0.45173806419,1.00700873,2.468976835,1.00003441822691,7802.99794690018,6374.16103431761,0.569947782705138
"TIA[43,3]",1.765,1.165,2.365,1.2,1.6994530355175,1.69542565,0.447964019256982,0.45430614978,0.9736261085,2.446625015,1.00023038514948,7782.87590141784,6134.31775674444,0.452706398376941
"TIA[43,4]",1.993,1.393,2.593,1.2,1.72605769902125,1.71942885,0.447797121757434,0.45089179611,1.00105195,2.466893935,1.00008352965212,7968.88292723239,6763.85312086206,0.521301629599688
"TIA[43,5]",1.857,1.257,2.457,1.2,1.77657026207625,1.77689975,0.444307508820869,0.44294098296,1.05472766,2.50758137,1.00021951099754,7719.32486151666,6928.75390874546,0.451501305636862
"TIA[43,6]",1.489,0.889,2.089,1.2,1.65312098972837,1.64542855,0.440170114046526,0.44034769317,0.937039891,2.382504855,1.00035056578211,6993.21079037232,6232.99270517829,0.469745899240206
"TIA[43,7]",1.799,1.199,2.399,1.2,1.70478162001463,1.7007839,0.445352074424792,0.44671486713,0.9814663895,2.44273155,1.00001315334592,7583.12271913691,6794.23172198714,0.455182140480885
"TIA[43,8]",1.631,1.031,2.231,1.2,1.67345635255262,1.66721415,0.450022538720307,0.45436033881,0.9476661325,2.410916535,1.0003606072641,8148.25367879079,5654.18360645075,0.451992823165007
"TIA[43,9]",1.783,1.183,2.383,1.2,1.77183099090375,1.76521065,0.449092175954936,0.44920148385,1.03902382,2.51214349,1.00002217666707,7263.71123619919,6525.99555238039,0.449202981730218
"TIA[43,10]",2.455,1.855,3.055,1.2,1.839634803907,1.83569025,0.459545831415555,0.45836817726,1.10494437,2.60035454,1.00009973780713,7055.3552551997,6354.38105696808,0.768004100208843
"TIA[44,1]",0.441,0.291,0.591,0.3,0.192601106872545,0.190025775,0.437501846024847,0.449138384394,-0.52493666,0.8916668175,1.00110144927725,7817.40665762081,6551.40272796423,0.503076484641187
"TIA[44,2]",0.478,0.328,0.628,0.3,0.316607711677745,0.315752955,0.437496305029843,0.443889083421,-0.399207493,1.036063985,1.00039314140582,8044.99284195743,6667.43194767689,0.466290212493834
"TIA[44,3]",-0.161,-0.261,-0.061,0.2,0.222035157956124,0.21916372,0.432042941021694,0.4323106008543,-0.4902845185,0.9317525745,1.00024520382064,7920.72020706484,6577.9320724671,0.577367909117997
"TIA[44,4]",0.642,0.442,0.842,0.4,0.298365260486554,0.297029555,0.436544537656301,0.437055742956,-0.4148775405,1.022294125,1.00037894470835,7946.05908718673,6160.39001669456,0.555546709257069
"TIA[44,5]",-0.122,-0.222,-0.022,0.2,0.221075274595662,0.218331275,0.436764152065155,0.4369378369671,-0.499255438,0.926346451,1.00017847580842,7954.13395988236,6832.26095822048,0.555373498829856
"TIA[44,6]",0.00999999999999995,-0.04,0.06,0.1,0.299851411993975,0.300039775,0.440899050596841,0.438407466441,-0.421053872,1.015440465,1.00009828754707,8190.97888180595,6693.07385701272,0.52761872110028
"TIA[44,7]",0.423,0.273,0.573,0.3,0.325913306834417,0.327199465,0.436683974549003,0.4387117841757,-0.389043959,1.0533657,1.00029526035178,7599.13081924565,5995.23023844117,0.447319665346873
"TIA[44,8]",0.337,0.187,0.487,0.3,0.275908828606615,0.2732078,0.436320004328856,0.430177042344,-0.4302858905,1.001083965,1.00069653665947,7812.61775520361,6096.42229493141,0.440549067081609
"TIA[44,9]",0.322,0.172,0.472,0.3,0.36278768825399,0.35633254,0.437474236415129,0.432164875359,-0.3538589515,1.081118485,1.00051135764489,7779.64720966607,6596.64141192258,0.439344306981056
"TIA[44,10]",0.044,-0.006,0.094,0.1,0.22177108035149,0.21892837,0.440175200253403,0.431742549336,-0.502717245,0.945182016,1.00008750347577,7968.09122646761,6790.18237826388,0.474692052441996
"TIA[45,1]",3.888,3.288,4.488,1.2,3.2225583504875,3.2250151,0.484343558777766,0.48738080601,2.43843435,4.012579865,0.999841764970229,8528.98661031471,6236.80339272692,0.823026092083393
"TIA[45,2]",3.83,3.23,4.43,1.2,3.1996743089875,3.20493845,0.482402078661858,0.48609791223,2.41575467,4.002173005,1.00002395183383,8133.33831564818,7207.3967425674,0.793721080277562
"TIA[45,3]",3.969,3.369,4.569,1.2,3.3314703346375,3.3293478,0.493368542666503,0.49858103358,2.53227778,4.149145935,1.00020596632918,7946.76671225508,6556.69132855876,0.806117960688899
"TIA[45,4]",3.98,3.38,4.58,1.2,3.326851115325,3.3190097,0.486269450717711,0.48623705424,2.53515092,4.12838797,1.00011074911391,8173.99039086121,6497.71024150616,0.814267699842111
"TIA[45,5]",3.362,2.762,3.962,1.2,3.1785252056875,3.18056745,0.480990717127698,0.48631711464,2.394867225,3.96688861,1.00033397643708,8328.28971586858,7081.28536882655,0.514768055635046
"TIA[45,6]",3.723,3.123,4.323,1.2,3.221091866275,3.22034005,0.483666881594764,0.48591451461,2.431131835,4.01166641,1.00011542722259,8037.1223418037,6209.86459323767,0.697005154460404
"TIA[45,7]",3.876,3.276,4.476,1.2,3.364731689475,3.35492825,0.489685460248591,0.49530337563,2.57081676,4.166711,1.00013732931421,7842.67921242977,6510.62294652485,0.707924544951448
"TIA[45,8]",3.629,3.029,4.229,1.2,3.3199305729125,3.30792025,0.481279968488321,0.47720031072,2.537484535,4.12043086,1.00014689952248,7845.12734456962,6517.17405241221,0.571948743356698
"TIA[45,9]",3.51,2.91,4.11,1.2,3.24424020895,3.2457296,0.489102710058971,0.49364968359,2.449140225,4.050226425,1.00078282311669,8762.42388206339,6668.51753980656,0.556614610698773
"TIA[45,10]",3.761,3.161,4.361,1.2,3.2772207896375,3.2760523,0.486352954339649,0.48929158089,2.48217808,4.07150014,1.00040109830383,8319.30339124161,6958.44026078328,0.685967895148413
"TIA[46,1]",0.011,-0.039,0.061,0.1,-0.0504322309080944,-0.049648567,0.441110007999234,0.438788791161,-0.7713339995,0.666892864499999,1.0003733511533,7877.01608596082,6016.59001639742,0.445339910513907
"TIA[46,2]",-0.102,-0.202,-0.002,0.2,-0.0337612397332342,-0.032073331,0.438877234182786,0.441898033164,-0.740242088,0.6946665855,1.00014432381435,8068.280961783,6520.51840408714,0.44412349457481
"TIA[46,3]",0.321,0.171,0.471,0.3,0.0432754349309946,0.034734026,0.440844646213047,0.4470300812334,-0.6611877855,0.774574409499999,1.00078231648464,7492.21624268606,6402.54698385251,0.521009254368109
"TIA[46,4]",-0.044,-0.094,0.006,0.1,-0.0834484743329366,-0.0894213585,0.436349980212029,0.4399420856859,-0.7876934465,0.632053394499999,1.00100811272474,7369.35859252926,6345.16814944423,0.438102370679595
"TIA[46,5]",0.303,0.153,0.453,0.3,0.0188232332482221,0.0177965745,0.441659337008708,0.4455046348347,-0.690579308,0.7562093585,1.00034318577251,7534.1345811515,6733.52641466431,0.525161900614677
"TIA[46,6]",0.133,0.033,0.233,0.2,-0.107945457366186,-0.106784195,0.440938592901434,0.439524953952,-0.821235656,0.6212972045,1.00010605844033,7742.61929619142,6091.72911385373,0.502451244181919
"TIA[46,7]",0.211,0.061,0.361,0.3,0.0297192383778506,0.0274927265,0.442329285917861,0.438625082469,-0.6870950685,0.761388338999999,1.0005700130285,8041.70784349639,6282.01906866594,0.478009889871814
"TIA[46,8]",-0.081,-0.131,-0.031,0.1,-0.0115968136303713,-0.0147919295,0.444025523673745,0.4481142999417,-0.7322645525,0.725707642,1.00076711342953,8028.62617446552,6258.05155095814,0.449389389192482
"TIA[46,9]",0.106,0.006,0.206,0.2,-0.0233318270633319,-0.024992733,0.442124409720165,0.4468594754862,-0.7393840135,0.7023370555,1.00024088896179,7775.25296230491,6228.77295099216,0.460625966390015
"TIA[46,10]",0.171,0.071,0.271,0.2,-0.0321591892492004,-0.039104104,0.437225868531997,0.44637461043,-0.7326512945,0.6813856915,1.00040476350568,7572.74274933122,6402.56549444785,0.482095654909311
"TIA[47,1]",-0.211,-0.361,-0.061,0.3,-0.0513919973385238,-0.0493822925,0.42693194541809,0.424262780445,-0.760844371,0.645766323999998,1.00021000989014,7995.50056231847,6067.75313787729,0.455766186406263
"TIA[47,2]",-0.049,-0.099,0.001,0.1,0.0142227181852354,0.015679579,0.425080878270658,0.4275216375444,-0.6856559725,0.725919108999999,1.00033382959149,8175.96953399401,6639.6858733492,0.429730471862247
"TIA[47,3]",-0.258,-0.408,-0.108,0.3,0.00172369098935562,-0.00153670325,0.430066250888328,0.43192467451455,-0.6987106515,0.710419801499998,1.00031848337425,7891.10536190812,6448.06249115346,0.502384570017588
"TIA[47,4]",-0.354,-0.504,-0.204,0.3,0.09455944926458,0.091081009,0.42600675163001,0.424060702065,-0.6006119475,0.793004564,1.0002923268911,7628.37273825889,6249.9917311935,0.618598938521432
"TIA[47,5]",0.3,0.15,0.45,0.3,0.129107451478722,0.1262546,0.431005845907254,0.426655756149,-0.567612221,0.841477429499999,1.00046978578982,7775.49157524029,6129.24057890629,0.463623857875568
"TIA[47,6]",0.363,0.213,0.513,0.3,0.122732598159341,0.12426817,0.428218480636676,0.424021361274,-0.5764869215,0.831770174999999,1.00016421167089,8000.99836312725,5745.03780118022,0.490995488943278
"TIA[47,7]",0.297,0.147,0.447,0.3,-0.0283469119122975,-0.0255381765,0.421809150185074,0.42444769773,-0.7089465825,0.6641412365,1.00040366649002,8539.93521356393,6225.05827072072,0.532683143999156
"TIA[47,8]",0.329,0.179,0.479,0.3,-0.0229853030891034,-0.021345353,0.430933793953793,0.4307764916238,-0.7359344745,0.685027693,1.00020805456675,8048.67464077599,6744.2526988271,0.556394082795901
"TIA[47,9]",-0.148,-0.248,-0.048,0.2,0.0294587181619713,0.0302075995,0.427434433479515,0.4301778362763,-0.6689054775,0.733319056,1.00021359007294,8429.55300105972,6770.59906110227,0.462783917234899
"TIA[47,10]",-0.369,-0.519,-0.219,0.3,-0.0401383272073888,-0.041464109,0.431984430513762,0.425027868762,-0.763601113,0.6696764435,1.00029057642234,8029.40359880418,5838.09214527608,0.542897063649941
"TIA[48,1]",-0.674,-0.874,-0.474,0.4,-0.32197444983477,-0.3229994,0.427646209423567,0.425776003548,-1.01690177,0.388688256999999,1.00024070020146,7784.67045800626,6391.78139682853,0.553877611249474
"TIA[48,2]",-0.097,-0.147,-0.047,0.1,-0.426572856387398,-0.426145295,0.431945663551151,0.434166844965,-1.136707235,0.280573946499999,1.0001481000404,7713.71020031272,6047.52818524771,0.543297341973951
"TIA[48,3]",-0.26,-0.41,-0.11,0.3,-0.42221637205872,-0.424085025,0.428902670818215,0.439139381583,-1.10777052,0.283240386499999,1.00083025043218,7988.65722367478,6270.15584581165,0.458528797035978
"TIA[48,4]",-0.256,-0.406,-0.106,0.3,-0.298874732619532,-0.30230386,0.43117390958046,0.4302074660373,-1.00182454,0.432954074,1.00031671445507,7628.3254772769,6181.38086195106,0.433273521153275
"TIA[48,5]",-0.601,-0.801,-0.401,0.4,-0.492330746600239,-0.492779035,0.429088238631733,0.423171297738,-1.199032345,0.213451578,1.00010613133709,7814.20685248986,6589.35738696507,0.442608979322582
"TIA[48,6]",-0.089,-0.139,-0.039,0.1,-0.398833979126801,-0.395865155,0.4378846334946,0.435442570374,-1.12665634,0.324736389,1.00005162852228,8642.89719213645,6196.71886547943,0.536391721602054
"TIA[48,7]",-0.49,-0.64,-0.34,0.3,-0.362170050573608,-0.36035118,0.427048676599182,0.4245075888396,-1.071670215,0.334968418,1.00012090459158,7891.26664059363,6117.61404627333,0.44574462625358
"TIA[48,8]",-0.375,-0.525,-0.225,0.3,-0.451548028346442,-0.447663865,0.431316235776484,0.428058221619,-1.168257965,0.241982227999999,1.00042016443488,8067.56145168724,5811.18789450735,0.438029726932109
"TIA[48,9]",-0.232,-0.382,-0.082,0.3,-0.443183683518721,-0.44124715,0.434073058032095,0.435574662621,-1.15219329,0.272412231,1.00015331269481,8238.66422838246,5617.54219647239,0.48269495073639
"TIA[48,10]",-0.623,-0.823,-0.423,0.4,-0.428125884147074,-0.429254145,0.433552126781665,0.432595385334,-1.14881836,0.286081545,1.0001719660599,7916.87833616332,5590.17874771361,0.475310289953347
"TIA[49,1]",-0.402,-0.552,-0.252,0.3,-0.80592584507485,-0.806069405,0.443302313230241,0.444868281417,-1.525335795,-0.078319242100001,1.00019195655174,7652.11298797252,6440.80751182755,0.599706982298105
"TIA[49,2]",-0.572,-0.772,-0.372,0.4,-0.990275671707422,-0.988044875,0.444720601662184,0.439769197476,-1.727296355,-0.262923206,1.00037672656933,8060.61776084109,5899.13437430517,0.610496706816161
"TIA[49,3]",-1.061,-1.361,-0.761,0.6,-0.887781282453284,-0.887336755,0.443024862668181,0.440616495963,-1.62879024,-0.158911162000001,1.00025810888187,8014.26466896252,6574.78368936088,0.475658721324514
"TIA[49,4]",-0.826,-1.126,-0.526,0.6,-0.964586490344745,-0.962139635,0.449691927319238,0.448802130714,-1.71665524,-0.230616244,1.00030307410132,7855.88022824167,6610.22125639273,0.470535617088099
"TIA[49,5]",-0.819,-1.119,-0.519,0.6,-0.972422757721437,-0.97482972,0.439149358836404,0.436062282348,-1.686942375,-0.245646584000001,1.00052963146973,7845.29824441815,6149.1232167904,0.465152228236472
"TIA[49,6]",-0.615,-0.815,-0.415,0.4,-0.963507034093298,-0.96972415,0.440765870898862,0.432867479499,-1.69323789,-0.238226081,1.00129993119737,7818.32982432809,6385.37963376173,0.561878475689023
"TIA[49,7]",-1.148,-1.448,-0.848,0.6,-0.91501453996725,-0.918810635,0.440281057577248,0.438381120639,-1.64416369,-0.191768798,1.00034476466786,7878.01401841061,6798.77666617324,0.498101800159168
"TIA[49,8]",-0.632,-0.832,-0.432,0.4,-0.91084107436674,-0.90762108,0.442913179345567,0.443425059273,-1.64613998,-0.186225025,1.00025398570631,7925.41161205126,6896.32918144172,0.523354476126308
"TIA[49,9]",-0.531,-0.731,-0.331,0.4,-0.946676807215195,-0.95183096,0.443404275572107,0.436329832344,-1.67185115,-0.227668461,1.00023325279636,7962.32695176551,6980.36013031692,0.607758162210343
"TIA[49,10]",-0.842,-1.142,-0.542,0.6,-0.889626964240667,-0.892425755,0.446316090543234,0.450070235559,-1.6127682,-0.1496535005,1.00038131093225,7822.28914862642,6317.85320935164,0.448822326365337
"TIA[50,1]",2.545,1.945,3.145,1.2,1.98631643087125,1.9853609,0.455235711802051,0.46345267983,1.24790641,2.730833745,1.00097663692717,7783.17275373389,6120.59286536677,0.72065316121571
"TIA[50,2]",2.772,2.172,3.372,1.2,2.06891105041875,2.06854965,0.458449923539859,0.46562639382,1.32146946,2.82413972,1.00076372570386,7351.51231347078,6057.55868195354,0.839335529675361
"TIA[50,3]",2.499,1.899,3.099,1.2,2.0293947348225,2.0269275,0.458873566762027,0.47225361582,1.283981405,2.788313245,1.00045390431559,7679.57496737627,6000.54982834329,0.656557487762153
"TIA[50,4]",2.646,2.046,3.246,1.2,1.91685840884625,1.91861925,0.460496661996818,0.46512564567,1.16122575,2.65669656,1.00051010110308,7451.66052327604,6072.26026200627,0.862367745520129
"TIA[50,5]",2.342,1.742,2.942,1.2,1.97356147876,1.96420405,0.457711154045851,0.45611351331,1.22670124,2.746018935,1.00066415066293,7858.32458375487,5991.65314529163,0.587554471546201
"TIA[50,6]",2.613,2.013,3.213,1.2,1.97879479644625,1.98304455,0.452241518823426,0.45882756087,1.2316378,2.721816415,1.00057864566975,7475.87367122583,6514.31349483492,0.778917881591798
"TIA[50,7]",2.593,1.993,3.193,1.2,1.95021596206125,1.9459915,0.452100285406815,0.4572760941,1.21747818,2.69263489,1.00063207777853,7668.68115733754,6111.78652179259,0.785837412039068
"TIA[50,8]",2.31,1.71,2.91,1.2,2.042155855945,2.0393606,0.4568158143263,0.46674108663,1.29433443,2.789712595,1.00087857116952,7605.47800593713,6682.2686352601,0.529523454284255
"TIA[50,9]",2.625,2.025,3.225,1.2,1.99889575132,1.99848775,0.453643975200425,0.46406958969,1.27012589,2.741608615,1.00043975760474,7687.99510481735,6481.33044641377,0.773158238877244
"TIA[50,10]",2.394,1.794,2.994,1.2,1.96333721711,1.95776425,0.456026429336749,0.47114833752,1.22235713,2.70009215,1.00048916722887,7614.41640203003,6430.13725060171,0.6272196918203
"TIA[51,1]",1.154,0.854,1.454,0.6,0.859067471519464,0.84708543,0.44786121012273,0.453120914862,0.14124629,1.60353411,1.00002942721109,7316.23600733658,6337.00049661775,0.536227365424944
"TIA[51,2]",1.01,0.71,1.31,0.6,0.585227136010464,0.579591625,0.444277840573626,0.448739935644,-0.145451051,1.32738273,0.999955946774373,7429.30526284987,6434.96890742618,0.614646331443282
"TIA[51,3]",1.187,0.887,1.487,0.6,0.727294383013055,0.72390828,0.439033545136652,0.441048280974,0.01115740905,1.45445403,1.00012142455163,7329.22764973422,5833.54840857446,0.635653690493404
"TIA[51,4]",1.425,0.825,2.025,1.2,0.757273462465343,0.75180353,0.446196048631062,0.446563575213,0.0258352768500001,1.486392285,0.999979619683646,7505.97777334648,5448.26450466447,0.803072074211131
"TIA[51,5]",1.247,0.647,1.847,1.2,0.849836338631461,0.84536151,0.440422403343821,0.444525615492,0.1321663025,1.57614175,0.999992903763742,7050.58666737489,6475.60546610973,0.593031719887006
"TIA[51,6]",1.195,0.895,1.495,0.6,0.592327291165805,0.5951645,0.439138208925468,0.437367563388,-0.125737849,1.30628302,0.999862567020859,7632.64637818212,6099.62407480534,0.74567597199856
"TIA[51,7]",1.019,0.719,1.319,0.6,0.617333290883043,0.61746303,0.435871195068401,0.437427845904,-0.104396711,1.331560335,1.00024878982801,7525.03178858106,6624.90165258273,0.592702367078845
"TIA[51,8]",1.216,0.616,1.816,1.2,0.715990639885648,0.715544535,0.442542822317761,0.448729765008,-0.00522502911499997,1.443089795,1.00100620920799,7693.28833083016,5832.85556830498,0.66770429777577
"TIA[51,9]",1.581,0.981,2.181,1.2,0.832882099872526,0.83738051,0.436275118671818,0.440124969585,0.1170819105,1.543380055,1.00017350177402,7350.25186982681,5814.3816061553,0.866021119641925
"TIA[51,10]",1.592,0.992,2.192,1.2,0.69682168026099,0.697942735,0.441941323832174,0.447737675805,-0.0273841621,1.419988325,1.00007691364099,7599.53429204752,6528.86645978263,0.99831455154404
"TIA[52,1]",-0.649,-0.849,-0.449,0.4,-0.532791109583,-0.535000695,0.434623997828897,0.435282486639,-1.25069433,0.1886659365,0.999912493360092,7623.64939190818,6287.48004756851,0.449865439268552
"TIA[52,2]",-0.862,-1.162,-0.562,0.6,-0.563018365308543,-0.56183505,0.439737672042714,0.458371831869,-1.268707265,0.1532506735,1.0001598780708,7106.24525463828,6569.40078928472,0.531728377034549
"TIA[52,3]",-0.401,-0.551,-0.251,0.3,-0.432771327046336,-0.437438845,0.44557498516978,0.452466280245,-1.15865914,0.302567129,1.00038564174987,7226.76042760813,6432.43015856858,0.446678483361253
"TIA[52,4]",-0.352,-0.502,-0.202,0.3,-0.53352233528866,-0.528876865,0.441264153174763,0.441648808104,-1.25321514,0.1920978535,1.00003534740131,7205.74314350495,6640.35230744421,0.477116413288287
"TIA[52,5]",-0.595,-0.795,-0.395,0.4,-0.377072110580034,-0.37364012,0.440556189932315,0.4490570534058,-1.093985975,0.353088835,1.00040489055312,7252.67725239305,6557.64807255076,0.491485564645757
"TIA[52,6]",-0.521,-0.721,-0.321,0.4,-0.418733144827592,-0.42365301,0.44551004604705,0.440491838955,-1.14923871,0.316692958499999,1.00020076044869,7404.89326920772,6033.2940266813,0.457069908105486
